Targ,Mask,AnglTarg,AnglMask,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
E:\ACERI\LE_EF_EEG\LE_EF\CRMLE\external_files\sound\FR\T0_M_Delta_Vert_3,E:\ACERI\LE_EF_EEG\LE_EF\CRMLE\external_files\sound\FR\T0_M_Alpha_Rouge_1,30,-30,0,0,0,0,0,0,0,,,True,,,,,,,,,
